experiment_id,timestamp,graph,algo,num_runs,base_seed,build_time_sec,placement_mode,transmission_cost,computation_cost,total_cost,computation_cost_ratio,num_activated_nodes,no_lqdc_transmission_cost,no_lqdc_computation_cost,no_lqdc_total_cost,lqdc_cost_savings,lqdc_cost_savings_ratio,k
0,2026-08-31T16:54:36,TATA_d20_b125,SPT,0,0,0.00013518333435058594,none,7640.423725449832,0,7640.423725449832,0.0,0,7640.423725449832,0.0,7640.423725449832,0.0,0.0,2
1,2026-08-31T16:54:37,TATA_d20_b125,CLEA,0,0,0.3035240173339844,branch,7058.466833585757,4500,11558.466833585757,0.3893249913495642,30,15093.056657958208,0.0,15093.056657958208,3534.5898243724514,0.23418648087488272,2
2,2026-08-31T16:54:38,TATA_d20_b125,DMST,0,0,0.05599832534790039,branch,5173.635201322769,2700,7873.635201322769,0.34291657296319755,18,8009.620004767058,0.0,8009.620004767058,135.98480344428935,0.01697768475450218,2
3,2026-08-31T16:54:39,TATA_d20_b125,KMB,0,0,0.011192798614501953,branch,5790.26327056818,2400,8190.26327056818,0.29303087345487805,16,10939.578878354798,0.0,10939.578878354798,2749.315607786618,0.25131823065204567,2
4,2026-08-31T16:54:39,TATA_d20_b125,MFCS,0,0,0.006224632263183594,branch,4822.095897871391,2400,7222.095897871391,0.33231350482446037,16,8309.73161881909,0.0,8309.73161881909,1087.6357209477,0.1308869853852471,2
5,2026-08-31T16:54:40,TATA_d20_b125,QSTA,0,0,0.22216033935546875,explicit,5255.443223559687,600,5855.443223559687,0.1024687589123686,4,8542.28346600113,0.0,8542.28346600113,2686.8402424414435,0.31453419371240143,2
0,2026-08-31T16:54:41,TATA_d25_b120,SPT,0,0,0.00014090538024902344,none,9336.467258169587,0,9336.467258169587,0.0,0,9336.467258169587,0.0,9336.467258169587,0.0,0.0,2
1,2026-08-31T16:54:43,TATA_d25_b120,CLEA,0,0,0.253662109375,branch,6184.037054431443,4800,10984.037054431443,0.4369977974594932,32,11224.466221928697,0.0,11224.466221928697,240.42916749725373,0.021420098091394217,2
2,2026-08-31T16:54:46,TATA_d25_b120,DMST,0,0,0.05726170539855957,branch,5683.210988775214,2700,8383.210988775214,0.32207229468698717,18,9822.035432061206,0.0,9822.035432061206,1438.824443285992,0.14648943726972966,2
3,2026-08-31T16:54:46,TATA_d25_b120,KMB,0,0,0.015620946884155273,branch,6251.031951450237,2850,9101.031951450237,0.31315130143520226,19,11678.439352841584,0.0,11678.439352841584,2577.407401391347,0.22069793090668532,2
4,2026-08-31T16:54:47,TATA_d25_b120,MFCS,0,0,0.007325410842895508,branch,5556.030460020938,2700,8256.030460020938,0.32703367714963016,18,9911.108675451667,0.0,9911.108675451667,1655.078215430729,0.1669922376625846,2
5,2026-08-31T16:54:48,TATA_d25_b120,QSTA,0,0,0.4013519287109375,explicit,6771.539189900407,750,7521.539189900407,0.0997136332158007,5,11693.26980919458,0.0,11693.26980919458,4171.730619294173,0.3567633935902072,2
0,2026-08-31T16:54:50,TATA_d30_b115,SPT,0,0,0.0001506805419921875,none,11426.724754052068,0,11426.724754052068,0.0,0,11426.724754052068,0.0,11426.724754052068,0.0,0.0,2
1,2026-08-31T16:54:51,TATA_d30_b115,CLEA,0,0,0.20737791061401367,branch,6757.639037203682,4800,11557.639037203682,0.4153097345010472,32,14208.511799308679,0.0,14208.511799308679,2650.8727621049966,0.1865693465682997,2
2,2026-08-31T16:54:52,TATA_d30_b115,DMST,0,0,0.05714058876037598,branch,6031.066267690223,3150,9181.066267690223,0.34309740373897535,21,11857.64072138107,0.0,11857.64072138107,2676.574453690848,0.22572571699398772,2
3,2026-08-31T16:54:55,TATA_d30_b115,KMB,0,0,0.016298294067382812,branch,6773.9776216407,3450,10223.9776216407,0.3374420531494042,23,14500.454061427565,0.0,14500.454061427565,4276.476439786864,0.2949201743387232,2
4,2026-08-31T16:54:56,TATA_d30_b115,MFCS,0,0,0.008545875549316406,branch,5905.102370846379,3000,8905.10237084638,0.3368855151874988,20,12007.913891016582,0.0,12007.913891016582,3102.811520170202,0.2583972160636072,2
5,2026-08-31T16:54:57,TATA_d30_b115,QSTA,0,0,0.4114959239959717,explicit,7066.5367612507325,1050,8116.5367612507325,0.1293655201579101,7,13235.05186698835,0.0,13235.05186698835,5118.515105737617,0.38673933107164626,2
0,2026-08-31T16:54:58,TATA_d35_b110,SPT,0,0,0.00016689300537109375,none,13905.870894249487,0,13905.870894249487,0.0,0,13905.870894249487,0.0,13905.870894249487,0.0,0.0,2
1,2026-08-31T16:55:00,TATA_d35_b110,CLEA,0,0,0.19774794578552246,branch,7231.084204760718,5100,12331.084204760718,0.4135889363265413,34,17157.35145313189,0.0,17157.35145313189,4826.267248371172,0.2812944213187513,2
2,2026-08-31T16:55:01,TATA_d35_b110,DMST,0,0,0.06085467338562012,branch,6644.941849572039,3750,10394.941849572038,0.3607523788268607,25,14336.786861578488,0.0,14336.786861578488,3941.84501200645,0.27494619610829946,2
3,2026-08-31T16:55:02,TATA_d35_b110,KMB,0,0,0.018363237380981445,branch,7419.3565938152105,4200,11619.35659381521,0.36146579770480497,28,17311.24661592622,0.0,17311.24661592622,5691.890022111009,0.3287972350226073,2
4,2026-08-31T16:55:03,TATA_d35_b110,MFCS,0,0,0.009346961975097656,branch,7118.262487989799,3900,11018.2624879898,0.3539578045314408,26,15223.06809717073,0.0,15223.06809717073,4204.80560918093,0.27621275700411607,2
5,2026-08-31T16:55:05,TATA_d35_b110,QSTA,0,0,0.5723421573638916,explicit,8305.569095623803,1050,9355.569095623803,0.11223261666584794,7,15310.095690540784,0.0,15310.095690540784,5954.526594916981,0.38892811091938084,2
0,2026-08-31T16:55:06,TATA_d40_b105,SPT,0,0,0.00018596649169921875,none,15822.109732091414,0,15822.109732091414,0.0,0,15822.109732091414,0.0,15822.109732091414,0.0,0.0,2
1,2026-08-31T16:55:07,TATA_d40_b105,CLEA,0,0,0.1736147403717041,branch,7672.614614216258,5100,12772.614614216258,0.3992917780767898,34,19278.139334559564,0.0,19278.139334559564,6505.524720343306,0.3374560483999082,2
2,2026-08-31T16:55:08,TATA_d40_b105,DMST,0,0,0.06005072593688965,branch,7856.237959812564,4200,12056.237959812564,0.34836737745223606,28,16174.16120990716,0.0,16174.16120990716,4117.923250094596,0.2545988751226397,2
3,2026-08-31T16:55:09,TATA_d40_b105,KMB,0,0,0.029979467391967773,branch,9255.718663910298,4050,13305.718663910298,0.3043804023141567,27,30639.25581658384,0.0,30639.25581658384,17333.537152673543,0.5657297049392294,2
4,2026-08-31T16:55:10,TATA_d40_b105,MFCS,0,0,0.011695384979248047,branch,7515.8689566968615,4200,11715.86895669686,0.3584881339594751,28,16597.419342677065,0.0,16597.419342677065,4881.550385980205,0.29411502385965743,2
5,2026-08-31T16:55:12,TATA_d40_b105,QSTA,0,0,0.6711571216583252,explicit,9186.963125945036,1200,10386.963125945036,0.11552943679973067,8,17485.04664412916,0.0,17485.04664412916,7098.083518184125,0.4059516490090349,2
