experiment_id,timestamp,graph,algo,num_runs,base_seed,build_time_sec,placement_mode,transmission_cost,computation_cost,total_cost,computation_cost_ratio,num_activated_nodes,no_lqdc_transmission_cost,no_lqdc_computation_cost,no_lqdc_total_cost,lqdc_cost_savings,lqdc_cost_savings_ratio,k
4,2026-08-31T17:08:42,ITCD_d25_b88,MFCS,0,0,0.006053209,branch,4039.427088,2400,6439.427088,0.372703964,16,6352.509204,0,6352.509204,-86.91788411,-0.013682449,2
5,2026-08-31T17:08:43,ITCD_d25_b88,QSTA,0,0,0.326012611,explicit,4932.821107,600,5532.821107,0.108443774,4,6243.885436,0,6243.885436,711.064329,0.113881707,2
0,2026-08-31T17:08:44,ITCD_d30_b83,SPT,0,0,0.000136614,none,7678.01352,0,7678.01352,0,0,7678.01352,0,7678.01352,0,0,2
1,2026-08-31T17:08:46,ITCD_d30_b83,CLEA,0,0,0.101130247,branch,5202.891272,4350,9552.891272,0.455359522,29,8648.017561,0,8648.017561,-904.873711,-0.104633658,2
2,2026-08-31T17:08:47,ITCD_d30_b83,DMST,0,0,0.026981831,branch,4847.832315,2700,7547.832315,0.357718599,18,8039.221231,0,8039.221231,491.3889163,0.061123945,2
3,2026-08-31T17:08:48,ITCD_d30_b83,KMB,0,0,0.01213789,branch,5132.120529,2700,7832.120529,0.344734225,18,9358.340051,0,9358.340051,1526.219522,0.163086564,2
4,2026-08-31T17:08:49,ITCD_d30_b83,MFCS,0,0,0.007074356,branch,4747.461969,2850,7597.461969,0.375125274,19,7858.463174,0,7858.463174,261.0012059,0.033212754,2
5,2026-08-31T17:08:50,ITCD_d30_b83,QSTA,0,0,0.376354933,explicit,5781.807145,750,6531.807145,0.114822741,5,8290.738973,0,8290.738973,1758.931828,0.212156218,2
0,2026-08-31T17:08:52,ITCD_d35_b78,SPT,0,0,0.000136614,none,8906.253546,0,8906.253546,0,0,8906.253546,0,8906.253546,0,0,2
1,2026-08-31T17:08:53,ITCD_d35_b78,CLEA,0,0,0.094289541,branch,5433.046207,4350,9783.046207,0.444646781,29,9918.438732,0,9918.438732,135.392525,0.013650588,2
2,2026-08-31T17:08:55,ITCD_d35_b78,DMST,0,0,0.030581713,branch,5244.396925,2850,8094.396925,0.352095409,19,9491.837729,0,9491.837729,1397.440804,0.147225526,2
3,2026-08-31T17:08:56,ITCD_d35_b78,KMB,0,0,0.013959169,branch,5446.618372,3150,8596.618372,0.366423152,21,10526.3093,0,10526.3093,1929.690924,0.183320751,2
4,2026-08-31T17:08:57,ITCD_d35_b78,MFCS,0,0,0.006664276,branch,5132.573214,2850,7982.573214,0.357027731,19,9128.560206,0,9128.560206,1145.986992,0.125538635,2
5,2026-08-31T17:08:58,ITCD_d35_b78,QSTA,0,0,0.457926512,explicit,6836.734739,750,7586.734739,0.098856758,5,9375.598745,0,9375.598745,1788.864006,0.190799975,2
0,2026-08-31T17:08:59,ITCD_d40_b73,SPT,0,0,0.000146866,none,10489.54315,0,10489.54315,0,0,10489.54315,0,10489.54315,0,0,2
1,2026-08-31T17:09:00,ITCD_d40_b73,CLEA,0,0,0.08433032,branch,6159.63816,4350,10509.63816,0.413905782,29,11449.87211,0,11449.87211,940.2339464,0.082117419,2
2,2026-08-31T17:09:02,ITCD_d40_b73,DMST,0,0,0.030774355,branch,5865.104606,3150,9015.104606,0.349413583,21,10719.64456,0,10719.64456,1704.539952,0.159010865,2
3,2026-08-31T17:09:03,ITCD_d40_b73,KMB,0,0,0.016773939,branch,6066.752181,3450,9516.752181,0.362518634,23,12419.91964,0,12419.91964,2903.167464,0.233750906,2
4,2026-08-31T17:09:03,ITCD_d40_b73,MFCS,0,0,0.007318735,branch,5812.278598,3300,9112.278598,0.362148717,22,10790.4122,0,10790.4122,1678.133607,0.155520806,2
5,2026-08-31T17:09:04,ITCD_d40_b73,QSTA,0,0,0.44882369,explicit,6931.065989,900,7831.065989,0.114926882,6,11741.91448,0,11741.91448,3910.848491,0.333067363,2
